"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"10","6","Black/Blue","BU Reanimator","Spells","8","15","17","3.35","Ponder, Hero's Downfall, Liliana of the Veil, Twisted Abomination, Breeding Pool, Collective Brutality, Negate, Dread Return, Inquisition of Kozilek, Shadowmage Infiltrator, Goryo's Vengeance, Ashen Rider, Talisman of Dominance, Pack Rat, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Jace, Vryn's Prodigy, Blooming Marsh, Drowned Catacomb, Tasigur, the Golden Fang, Evolving Wilds, Preordain, Island, Island, Zombify, The Scarab God, Unburial Rites, Makeshift Mannequin, Canopy Vista, Thoughtseize, Polluted Delta, Search for Azcanta, Griselbrand","Sleight of Hand, Inferno Titan, Biomass Mutation, Hedron Archive, Verdurous Gearhulk, Phyrexian Obliterator, Kolaghan's Command, Frost Titan, Chromatic Lantern, Dragonskull Summit, Temple of Triumph, Street Wraith, Through the Breach, Hostage Taker, Crystal Shard, Dig Through Time"
"10","7","Green","G Graveyard","Shamans","13","10","17","3.13","Solemn Simulacrum, Reclamation Sage, Misty Rainforest, Thragtusk, Eldritch Evolution, Thrun, the Last Troll, Garruk Wildspeaker, Umezawa's Jitte, Scavenging Ooze, Sword of Fire and Ice, Eternal Witness, Fauna Shaman, Tarmogoyf, Harmonize, Lotus Cobra, Maelstrom Pulse, Overgrown Tomb, Rancor, Boon Satyr, Ghalta, Primal Hunger, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Treetop Village, Naturalize, Woodland Cemetery, Sword of Feast and Famine, Kessig Prowler, Commune with Nature, Temple of Malady, Tireless Tracker, Bloodstained Mire","Stomping Ground, Terramorphic Expanse, Gitaxian Probe, Pyrite Spellbomb, Grim Lavamancer, Temur Charm, Treasure Cruise, Mantis Rider, Kari Zev, Skyship Raider, Kitesail Freebooter, Raging Ravine, Heir of Falkenrath, Cinder Glade, Bloodghast, Phyrexian Arena, Hero of Oxid Ridge"
"10","8","Blue/White","UW Control","Spells","10","13","17","2.65","Talisman of Progress, Glacial Fortress, Chart a Course, Mulldrifter, Settle the Wreckage, Consecrated Sphinx, Stoneforge Mystic, Condemn, Geist of Saint Traft, Archangel Avacyn, Brimaz, King of Oreskos, Pacifism, Wall of Omens, Sphinx's Revelation, Condescend, Ancestral Vision, Secure the Wastes, Flickerwisp, Island, Island, Sun Titan, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Thraben Inspector, Scalding Tarn, Day of Judgment, Path to Exile, Oust, Hallowed Fountain, Banishing Light","Judge's Familiar, Concealed Courtyard, Spectral Procession, Knight of the Reliquary, Savannah Lions, Isolated Chapel, Mikaeus, the Lunarch, Manamorphose, Leonin Relic-Warder, Razorverge Thicket, Elesh Norn, Grand Cenobite, Disenchant, Ulamog, the Infinite Gyre, Goblin Dark-Dwellers, Gideon's Lawkeeper, Mana Confluence, Steelshaper's Gift, Siege Rhino, Spear of Heliod"
"11","1","Blue","U Artifacts","Artifacts, Golems","10","13","17","4.43","Solemn Simulacrum, Talisman of Progress, Ponder, Glacial Fortress, Everflowing Chalice, Ulamog, the Ceaseless Hunger, Shivan Reef, Steam Vents, Talisman of Indulgence, Myr Enforcer, Chromatic Sphere, Hedron Archive, Phyrexian Metamorph, Tezzeret the Seeker, Talisman of Dominance, Skysovereign, Consul Flagship, Swamp, Swamp, Swamp, Serum Visions, Etched Champion, Celestial Colonnade, Lodestone Golem, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Ulamog, the Infinite Gyre, Sundering Titan, Inkwell Leviathan, Mox Opal, Quicksilver Amulet, Blightsteel Colossus, Vedalken Shackles","Utopia Sprawl, Leatherback Baloth, Gitaxian Probe, Grim Flayer, Mulldrifter, Negate, Hornet Queen, Krosan Grip, Goryo's Vengeance, Commit // Memory, Botanical Sanctum, Manamorphose, Elesh Norn, Grand Cenobite, Repeal, Oblivion Ring, Looter il-Kor, Commune with Nature, Dismember"
"11","2","Green/Blue/White","GUW Blink","Spells","8","15","17","2.96","Coalition Relic, Elspeth, Sun's Champion, Avacyn's Pilgrim, Kiora, Master of the Depths, Venser, Shaper Savant, Spell Queller, Sylvan Caryatid, Mystic Snake, Breeding Pool, Settle the Wreckage, Scattered Groves, Yavimaya Coast, Farseek, Pacifism, Opt, Temple of Mystery, Jace, the Mind Sculptor, Remove Soul, Island, Island, Island, Island, Island, Plains, Phantasmal Image, Arid Mesa, Thraben Inspector, Scalding Tarn, Fertile Ground, Wurmcoil Engine, Remand, Cyclonic Rift, Hallowed Fountain, Banishing Light, Flooded Strand, Pact of Negation, Temple Garden, Shelldock Isle, Dig Through Time, Hinterland Harbor","Diabolic Tutor, Sphinx of the Steel Wind, Crib Swap, Dread Return, Summoner's Pact, Mogg Fanatic, Mindslaver, Gemstone Caverns, Temple of Malady, Temple of Silence, Spirebluff Canal"
"11","3","Red/White","RW Aggro","Spells","7","16","17","2.65","Blade Splicer, Zealous Conscripts, Journey to Nowhere, Wrath of God, Condemn, Monastery Mentor, Faithless Looting, Inspiring Vantage, Lightning Bolt, Sacred Foundry, Gideon, Ally of Zendikar, Wall of Omens, Battlefield Forge, Flame Slash, Earthquake, Kiki-Jiki, Mirror Breaker, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Searing Spear, Glorybringer, Plains, Plains, Plains, Plains, Plains, Plains, Day of Judgment, Path to Exile, Clifftop Retreat, Incinerate, Restoration Angel, Pyroclasm, Arc Trail, Ajani Vengeant, Abrade","Electrolyze, Abbot of Keral Keep, Judge's Familiar, Pyrite Spellbomb, Icy Manipulator, Hero of Bladehold, Zurgo Bellstriker, Mantis Rider, Chandra, Fire of Kaladesh, Hidden Dragonslayer, Ancestral Vision, Izzet Charm, Riftwing Cloudskate, Sun Titan, Canopy Vista, Seeker of the Way, Talrand, Sky Summoner, Tarfire"
"11","4","White","W Weenie","Humans","15","8","17","2.17","Lingering Souls, Umezawa's Jitte, Caves of Koilos, Spectral Procession, Smoldering Marsh, Smuggler's Copter, Brimaz, King of Oreskos, Knight of the Holy Nimbus, Savannah Lions, Dragonskull Summit, Porcelain Legionnaire, Selfless Spirit, Knight of the White Orchid, Isolated Chapel, Mikaeus, the Lunarch, Leonin Relic-Warder, Adanto Vanguard, Mana Tithe, Thalia, Guardian of Thraben, Banisher Priest, Celestial Crusader, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Figure of Destiny, Isamaru, Hound of Konda, Marsh Flats, Kytheon, Hero of Akros, Honor of the Pure, Legion's Landing, Spear of Heliod","Cruel Ultimatum, Dark Confidant, Sword of Fire and Ice, Blackmail, Inquisition of Kozilek, Archangel Avacyn, Goblin Guide, Rakdos's Return, Skullclamp, Zurgo Helmsmasher, Thopter Foundry, Kitesail Freebooter, Zombify, Galvanic Blast, Loxodon Warhammer, Bloodghast, Reciprocate"
"11","5","Green/Red","GR Stompy","Creatures","18","5","17","2.91","Collected Company, Thragtusk, Eldritch Evolution, Thrun, the Last Troll, Chandra, Torch of Defiance, Stomping Ground, Garruk Wildspeaker, Deathrite Shaman, Grim Lavamancer, Verdurous Gearhulk, Huntmaster of the Fells, Verdant Catacombs, Llanowar Elves, Sulfur Falls, Kari Zev, Skyship Raider, Elvish Piper, Lotus Cobra, Carnage Tyrant, Rootbound Crag, Noble Hierarch, Joraga Treespeaker, Burst Lightning, Primeval Titan, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Mana Confluence, Kessig Prowler, Sheltered Thicket, Master of the Wild Hunt, Cinder Glade, Sakura-Tribe Elder, Dryad Arbor, Kird Ape","Qasali Pridemage, Splinter Twin, Simian Spirit Guide, Kolaghan's Command, Gatekeeper of Malakir, Ball Lightning, Lightning Axe, Pia and Kiran Nalaar, Maelstrom Pulse, Evolving Wilds, Skinrender, Dreadbore, Hero of Oxid Ridge, Grave Titan"
"11","6","Black","B Combo","Artifacts","8","15","17","2.09","Lotus Bloom, Sensei's Divining Top, Collective Brutality, Ratchet Bomb, Concealed Courtyard, Aether Spellbomb, Tidehollow Sculler, Whip of Erebos, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Doom Blade, Arcbound Ravager, Vault Skirge, Inkmoth Nexus, Shriekmaw, Cranial Plating, Steel Overseer, Ornithopter, Island, Springleaf Drum, Lightning Greaves, Sword of Feast and Famine, Batterskull, Urborg, Tomb of Yawgmoth, Chrome Mox, Phyrexian Arena, Scarecrone, Bitterblossom, Vampire Hexmage","Talara's Battalion, Cryptbreaker, Mind Shatter, Ashen Rider, Vendetta, Blackcleave Cliffs, Sheoldred, Whispering One, Massacre Wurm, Bloodwater Entity, Crypt Ghast, Hellspark Elemental, Disenchant, Shrapnel Blast, Unburial Rites, Heir of Falkenrath, Kalitas, Traitor of Ghet, Devil's Play, Desecration Demon, Vampire Nighthawk"
"11","7","Black/Blue","BU Tempo","Spells","5","18","17","3.00","Hero's Downfall, Vendilion Clique, Creeping Tar Pit, Dissolve, Censor, Shadowmage Infiltrator, Swamp, Swamp, Swamp, Swamp, Treasure Cruise, Liliana, the Last Hope, Bribery, Disfigure, Night's Whisper, Drowned Catacomb, Disallow, Cryptic Command, Torrential Gearhulk, Island, Island, Island, Island, Island, Island, Island, Island, Island, Logic Knot, Ashiok, Nightmare Weaver, Hostage Taker, Mana Leak, Jace Beleren, Sunken Hollow, Damnation, Spell Pierce, Ultimate Price, Delver of Secrets, Thoughtseize, Watery Grave","Chart a Course, Sleight of Hand, Cathartic Reunion, Biomass Mutation, Stormchaser Mage, Temur Charm, Frost Titan, Pack Rat, Young Pyromancer, Mishra's Bauble, Chord of Calling, Relic of Progenitus, Hypnotic Specter, Liliana, Death's Majesty, Tasigur, the Golden Fang, Street Wraith, Elspeth, Knight-Errant, City of Brass"
"11","8","Green","G Ramp","Creatures","17","6","17","4.04","Karn Liberated, Green Sun's Zenith, Scavenging Ooze, Elves of Deep Shadow, Acidic Slime, Woodfall Primus, Eternal Witness, Llanowar Wastes, Fauna Shaman, Wall of Roots, Bloodbraid Elf, Blood Crypt, Tarmogoyf, Rhonas the Indomitable, Oracle of Mul Daya, Beast Within, Harmonize, Craterhoof Behemoth, Raging Ravine, Whisperwood Elemental, Boon Satyr, Ghalta, Primal Hunger, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Treetop Village, Naturalize, Birds of Paradise, Dragonlord Atarka, Birthing Pod","Bedlam Reveler, Inferno Titan, Abrupt Decay, Horizon Canopy, Knight of the Reliquary, Murmuring Bosk, Chromatic Lantern, Terminate, Renegade Rallier, Unsummon, Pestermite, Dead // Gone, Flickerwisp, Through the Breach, Siege-Gang Commander, Trash for Treasure, Oust, Talisman of Impulse"
"12","1","Black/Red/Blue","BRU Combo Control","Artifacts","12","11","17","5.39","Coalition Relic, Ulamog, the Ceaseless Hunger, Inferno Titan, Shivan Reef, Sensei's Divining Top, Sphinx of the Steel Wind, Talisman of Indulgence, Consecrated Sphinx, Negate, Deceiver Exarch, Simian Spirit Guide, Swamp, Swamp, Sulfur Falls, Temple of Triumph, Pestermite, Emrakul, the Aeons Torn, Kiki-Jiki, Mirror Breaker, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Searing Spear, Island, Island, Island, Island, Ulamog, the Infinite Gyre, Through the Breach, Quicksilver Amulet, Trash for Treasure, Blightsteel Colossus, Shelldock Isle, Search for Azcanta, Griselbrand, Dig Through Time, Abrade","Cruel Ultimatum, Lotus Bloom, Karn Liberated, Leatherback Baloth, Stomping Ground, Myr Enforcer, Bloodbraid Elf, Ashen Rider, Knight of the Holy Nimbus, Mikaeus, the Lunarch, Elvish Piper, Raging Ravine, Elesh Norn, Grand Cenobite, Crystal Shard, Sheltered Thicket, Mox Opal, Kalitas, Traitor of Ghet, Scarecrone"
"12","2","Black","B Midrange","Artifacts, Phyrexians","12","11","17","3.09","Twisted Abomination, Master of Etherium, Collective Brutality, Ratchet Bomb, Mind Shatter, Chromatic Sphere, Go for the Throat, Phyrexian Obliterator, Skysovereign, Consul Flagship, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Arcbound Ravager, Vault Skirge, Relic of Progenitus, Cranial Plating, Kitesail Freebooter, Inventors' Fair, Massacre Wurm, Lodestone Golem, Island, Island, Street Wraith, Lightning Greaves, Wurmcoil Engine, Inkwell Leviathan, Hangarback Walker, Chrome Mox, Phyrexian Arena","Lingering Souls, Thragtusk, Qasali Pridemage, Abrupt Decay, Grim Flayer, Krosan Grip, Brain Maggot, Vendetta, Renegade Rallier, Hypnotic Specter, Summoner's Pact, Dark Petition, Tasigur, the Golden Fang, Naturalize, Heir of Falkenrath, Steelshaper's Gift, Makeshift Mannequin, Dragonlord Atarka, Siege Rhino, Desecration Demon, Vampire Hexmage"
"12","3","Green","G Ramp","Creatures","18","5","17","3.52","Utopia Sprawl, Reclamation Sage, Collected Company, Thrun, the Last Troll, Garruk Wildspeaker, Scavenging Ooze, Elves of Deep Shadow, Acidic Slime, Plow Under, Woodfall Primus, Verdurous Gearhulk, Wall of Roots, Walking Ballista, Woodland Bellower, Rhonas the Indomitable, Llanowar Elves, Oracle of Mul Daya, Lotus Cobra, Carnage Tyrant, Craterhoof Behemoth, Joraga Treespeaker, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Woodland Cemetery, Fertile Ground, Master of the Wild Hunt","Talara's Battalion, Everflowing Chalice, Angel of Invention, Concealed Courtyard, Icy Manipulator, Condemn, Scattered Groves, Archangel Avacyn, Kitchen Finks, Savannah Lions, Rancor, Secure the Wastes, Myr Battlesphere, Isamaru, Hound of Konda, Sundering Titan, Kessig Prowler, Commune with Nature, Canopy Vista, Elspeth, Knight-Errant, Temple Garden, Legion's Landing"
"12","4","Black/Red","BR Aristocrats","Spells","7","16","17","2.04","Cathartic Reunion, Fatal Push, Canyon Slough, Dark Confidant, Rift Bolt, Duress, Smoldering Marsh, Inquisition of Kozilek, Blood Crypt, Lightning Bolt, Kolaghan's Command, Zurgo Bellstriker, Pack Rat, Swamp, Swamp, Swamp, Swamp, Swamp, Blackcleave Cliffs, Terminate, Dragonskull Summit, Liliana, the Last Hope, Skullclamp, Ravenous Chupacabra, Night's Whisper, Mountain, Mountain, Mountain, Mountain, Mountain, Hellspark Elemental, Glorybringer, Arid Mesa, Dreadbore, Ultimate Price, Incinerate, Bloodghast, Tarfire, Arc Trail, Bloodstained Mire","Inspiring Vantage, Sacred Foundry, Tidehollow Sculler, Porcelain Legionnaire, Phyrexian Revoker, Maelstrom Pulse, Banisher Priest, Unburial Rites, Cinder Glade, Kytheon, Hero of Akros, Pyroclasm, Honor of the Pure, Reciprocate, City of Brass, Kird Ape"
"12","5","Black/Blue/White","BUW Control","Spells","8","15","17","3.70","Solemn Simulacrum, Elspeth, Sun's Champion, Liliana of the Veil, Diabolic Tutor, Creeping Tar Pit, Blackmail, Fetid Pools, Caves of Koilos, Shadowmage Infiltrator, Frost Titan, Gideon, Ally of Zendikar, Swamp, Swamp, Swamp, Wall of Omens, Godless Shrine, Disfigure, Isolated Chapel, Liliana, Death's Majesty, Drowned Catacomb, Celestial Colonnade, Sheoldred, Whispering One, Condescend, Noxious Gearhulk, Island, Ashiok, Nightmare Weaver, Murderous Cut, Skinrender, The Scarab God, Jace Beleren, Sunken Hollow, Damnation, Marsh Flats, Urborg, Tomb of Yawgmoth, Time Warp, Temple of Silence, Thoughtseize, Flooded Strand, Bitterblossom, Watery Grave","Cryptbreaker, Terramorphic Expanse, Goryo's Vengeance, Tezzeret the Seeker, Archangel of Thune, Rootbound Crag, Overgrown Tomb, Spear of Heliod, Vampire Nighthawk"
"12","6","Green/Blue/White","GUW Blink","Humans, Creatures","16","7","17","2.65","Glacial Fortress, Avacyn's Pilgrim, Kiora, Master of the Depths, Green Sun's Zenith, Eldritch Evolution, Spell Queller, Sylvan Caryatid, Mystic Snake, Breeding Pool, Horizon Canopy, Windswept Heath, Eternal Witness, Stoneforge Mystic, Monastery Mentor, Yavimaya Coast, Tarmogoyf, Farseek, Prairie Stream, Sower of Temptation, Wooded Foothills, Temple of Mystery, Botanical Sanctum, Noble Hierarch, Riftwing Cloudskate, Flickerwisp, Forest, Forest, Forest, Treetop Village, Plains, Plains, Phantasmal Image, Mana Leak, Thraben Inspector, Batterskull, Path to Exile, Restoration Angel, Tireless Tracker, Hallowed Fountain, Hinterland Harbor","Settle the Wreckage, Llanowar Wastes, Chord of Calling, Harmonize, Mana Tithe, Disenchant, Boon Satyr, Gemstone Caverns, Loxodon Warhammer, Grave Titan"
"12","7","Red/Blue","RU Spellslinger","Spells, Humans","9","14","17","3.00","Bedlam Reveler, Ponder, Chart a Course, Abbot of Keral Keep, Steam Vents, Goblin Rabblemaster, Snapcaster Mage, Dissolve, Serum Visions, Commit // Memory, Treasure Cruise, Chandra, Fire of Kaladesh, Dead // Gone, Disallow, Incendiary Flow, Bloodwater Entity, Earthquake, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Evolving Wilds, Shock, Burst Lightning, Island, Island, Island, Island, Island, Island, Island, Island, Goblin Dark-Dwellers, Spell Pierce, Talrand, Sky Summoner, Spirebluff Canal, Delver of Secrets, Pact of Negation","Ensoul Artifact, Aurelia, the Warleader, Crib Swap, Journey to Nowhere, Sword of Fire and Ice, Temur Charm, Zurgo Helmsmasher, Selfless Spirit, Mogg Fanatic, Celestial Crusader, Gideon's Lawkeeper, Mana Confluence, Shrapnel Blast, Clifftop Retreat, Seeker of the Way, Hero of Oxid Ridge, Ajani Vengeant, Dismember, Vedalken Shackles"
"12","8","Red/Blue","RU Spellslinger","Spells, Humans","11","12","17","2.17","Soul-Scar Mage, Electrolyze, Chandra, Torch of Defiance, Zealous Conscripts, Vendilion Clique, Mulldrifter, Splinter Twin, Stormchaser Mage, Grim Lavamancer, Faithless Looting, Goblin Guide, Jace, Vryn's Prodigy, Glen Elendra Archmage, Young Pyromancer, Temple of Epiphany, Jace, the Mind Sculptor, Unsummon, Ancestral Vision, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Preordain, Repeal, Island, Island, Island, Island, Island, Island, Island, Island, Logic Knot, Figure of Destiny, Galvanic Blast, Devil's Play","Talisman of Progress, Sword of the Meek, Pyrite Spellbomb, Hazoret the Fervent, Wrath of God, Geist of Saint Traft, Hero of Bladehold, Brimaz, King of Oreskos, Aether Spellbomb, Whip of Erebos, Chromatic Lantern, Mishra's Bauble, Sphinx's Revelation, Kari Zev, Skyship Raider, Knight of the White Orchid, Pia and Kiran Nalaar, Thalia, Guardian of Thraben, Mindslaver, Bomat Courier, Frogmite, Banishing Light"
"13","1","Green","G Ramp","Creatures","18","5","17","3.70","Utopia Sprawl, Reclamation Sage, Ulamog, the Ceaseless Hunger, Green Sun's Zenith, Elves of Deep Shadow, Acidic Slime, Plow Under, Horizon Canopy, Woodfall Primus, Llanowar Wastes, Wall of Roots, Hornet Queen, Scattered Groves, Courser of Kruphix, Woodland Bellower, Summoner's Pact, Elvish Piper, Craterhoof Behemoth, Whisperwood Elemental, Razorverge Thicket, Noble Hierarch, Joraga Treespeaker, Primeval Titan, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Woodland Cemetery, Fertile Ground, Birds of Paradise, Sakura-Tribe Elder, Tireless Tracker, Dryad Arbor","Collected Company, Karn Liberated, Mystic Snake, Temur Charm, Rakdos's Return, Pacifism, Coiling Oracle, Beast Within, Harmonize, Sun Titan, Naturalize, Wurmcoil Engine, Path to Exile, Master of the Wild Hunt, Siege Rhino, Desecration Demon"
"13","2","Green/Red/White","GRW Stompy","Green/Red/White","15","8","17","3.00","Avacyn's Pilgrim, Misty Rainforest, Thragtusk, Qasali Pridemage, Thrun, the Last Troll, Chandra, Torch of Defiance, Stomping Ground, Garruk Wildspeaker, Goblin Rabblemaster, Windswept Heath, Journey to Nowhere, Verdurous Gearhulk, Bloodbraid Elf, Sacred Foundry, Hero of Bladehold, Gideon, Ally of Zendikar, Kitchen Finks, Rhonas the Indomitable, Verdant Catacombs, Battlefield Forge, Temple of Triumph, Renegade Rallier, Kari Zev, Skyship Raider, Lightning Helix, Carnage Tyrant, Raging Ravine, Rootbound Crag, Shock, Forest, Treetop Village, Plains, Kessig Prowler, Clifftop Retreat, Sheltered Thicket, Cinder Glade, Tarfire, Temple Garden, Ajani Vengeant, Kird Ape, Bloodstained Mire","Talara's Battalion, Blackmail, Lightning Axe, Pia and Kiran Nalaar, Boon Satyr, Dragonlord Atarka, Devil's Play"
"13","3","Black/Blue","BU Value","Spells","10","13","17","2.91","Twisted Abomination, Collective Brutality, Deathrite Shaman, Mind Shatter, Go for the Throat, Duress, Shadowmage Infiltrator, Oona's Prowler, Pack Rat, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Blooming Marsh, Gatekeeper of Malakir, Bribery, Opt, Jace, the Mind Sculptor, Drowned Catacomb, Botanical Sanctum, Sheoldred, Whispering One, Maelstrom Pulse, Overgrown Tomb, Island, Murderous Cut, Hostage Taker, Mana Leak, The Scarab God, Looter il-Kor, Ultimate Price, Temple of Malady, Thoughtseize, Phyrexian Arena, Polluted Delta, Shelldock Isle, Watery Grave","Leatherback Baloth, Grim Flayer, Goryo's Vengeance, Farseek, Blackcleave Cliffs, Unsummon, Lotus Cobra, Gilded Lotus, Ulamog, the Infinite Gyre, Crystal Shard, Quicksilver Amulet, Hellrider, Hero of Oxid Ridge, City of Brass"
"13","4","Red/Blue","RU Spellslinger","Spells, Humans","8","15","17","2.26","Chart a Course, Sleight of Hand, Electrolyze, Shivan Reef, Steam Vents, Snapcaster Mage, Splinter Twin, Dissolve, Stormchaser Mage, Grim Lavamancer, Lightning Bolt, Young Pyromancer, Wooded Foothills, Sulfur Falls, Flame Slash, Incendiary Flow, Kiki-Jiki, Mirror Breaker, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Searing Spear, Burst Lightning, Island, Island, Island, Glorybringer, Scalding Tarn, Galvanic Blast, Remand, Cyclonic Rift, Pyroclasm, Talrand, Sky Summoner, Spirebluff Canal, Arc Trail, Thing in the Ice","Cruel Ultimatum, Abbot of Keral Keep, Knight of the Reliquary, Irrigated Farmland, Chromatic Lantern, Dragonskull Summit, Mishra's Bauble, Mogg Fanatic, Manamorphose, Earthquake, Lodestone Golem, Goblin Dark-Dwellers, Phantasmal Image, Gemstone Caverns, Trash for Treasure, Talisman of Impulse"
"13","5","Blue","U Artifacts","Artifacts","9","14","17","2.65","Ensoul Artifact, Master of Etherium, Sword of the Meek, Sword of Fire and Ice, Chromatic Sphere, Icy Manipulator, Tezzeret the Seeker, Aether Spellbomb, Walking Ballista, Swamp, Swamp, Swamp, Arcbound Ravager, Porcelain Legionnaire, Inkmoth Nexus, Cranial Plating, Phyrexian Revoker, Etched Champion, Thopter Foundry, Steel Overseer, Evolving Wilds, Mindslaver, Frogmite, Island, Island, Island, Island, Island, Island, Island, Island, Island, Plains, Plains, Plains, Springleaf Drum, Inkwell Leviathan, Mox Opal, Vedalken Shackles, Chromatic Star","Bedlam Reveler, Lotus Bloom, Sphinx of the Steel Wind, Judge's Familiar, Ratchet Bomb, Pyrite Spellbomb, Biomass Mutation, Consecrated Sphinx, Hedron Archive, Faithless Looting, Phyrexian Obliterator, Talisman of Dominance, Mikaeus, the Lunarch, Pestermite, Repeal, Through the Breach, Lightning Greaves, Shrapnel Blast, Monastery Swiftspear, Loxodon Warhammer"
"13","6","White","W Weenie","Humans","15","8","17","2.26","Lingering Souls, Blade Splicer, Umezawa's Jitte, Angel of Invention, Caves of Koilos, Stoneforge Mystic, Spectral Procession, Smuggler's Copter, Brimaz, King of Oreskos, Knight of the Holy Nimbus, Savannah Lions, Selfless Spirit, Knight of the White Orchid, Hidden Dragonslayer, Leonin Relic-Warder, Thalia, Guardian of Thraben, Gideon's Lawkeeper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Thraben Inspector, Isamaru, Hound of Konda, Glorious Anthem, Kytheon, Hero of Akros, Honor of the Pure, Legion's Landing, Spear of Heliod","Elspeth, Sun's Champion, Talisman of Indulgence, Dark Confidant, Crib Swap, Hazoret the Fervent, Krosan Grip, Inspiring Vantage, Kolaghan's Command, Archangel of Thune, Vendetta, Goblin Guide, Prairie Stream, Mantis Rider, Wall of Omens, Vault Skirge, Chandra, Fire of Kaladesh, Hellspark Elemental, Bomat Courier, Steelshaper's Gift, Oust, Banishing Light"
"13","7","Black","B Midrange","Spells","12","11","17","4.09","Hero's Downfall, Liliana of the Veil, Dread Return, Inquisition of Kozilek, Ashen Rider, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Doom Blade, Shriekmaw, Godless Shrine, Disfigure, Ravenous Chupacabra, Isolated Chapel, Night's Whisper, Kitesail Freebooter, Massacre Wurm, Crypt Ghast, Noxious Gearhulk, Zombify, Street Wraith, Skinrender, Sundering Titan, Unburial Rites, Heir of Falkenrath, Makeshift Mannequin, Urborg, Tomb of Yawgmoth, Temple of Silence, Griselbrand, Dismember","Coalition Relic, Cathartic Reunion, Sensei's Divining Top, Terramorphic Expanse, Abrupt Decay, Smoldering Marsh, Skysovereign, Consul Flagship, Terminate, Skullclamp, Hypnotic Specter, Elesh Norn, Grand Cenobite, Ghalta, Primal Hunger, Oblivion Ring, Sword of Feast and Famine, Batterskull, Siege-Gang Commander, Reciprocate, Vampire Hexmage"
"13","8","Blue/White","UW Control","Spells","6","17","17","2.87","Talisman of Progress, Ponder, Glacial Fortress, Venser, Shaper Savant, Spell Queller, Vendilion Clique, Negate, Wrath of God, Condemn, Monastery Mentor, Glen Elendra Archmage, Sphinx's Revelation, Celestial Colonnade, Disallow, Condescend, Preordain, Remove Soul, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Logic Knot, Plains, Plains, Plains, Jace Beleren, Day of Judgment, Spell Pierce, Time Warp, Restoration Angel, Flooded Strand, Search for Azcanta, Dig Through Time","Everflowing Chalice, Inferno Titan, Ingot Chewer, Canyon Slough, Eternal Witness, Phyrexian Metamorph, Deceiver Exarch, Geist of Saint Traft, Frost Titan, Commit // Memory, Treasure Cruise, Chord of Calling, Ancestral Vision, Disenchant, Boomerang, Delver of Secrets, Scarecrone, Birthing Pod, Hinterland Harbor"
